ticker,sector_group,potential_score,valuation_score,quality_score,growth_score,sentiment_score,fwd_return,fwd_return_net,decile,regime_label
SWN,energy,29.54,34.23,24.92,82.14,14.14,0.2188841201716738,0.2006710991983125,3,R2
SWTX,healthcare,38.46,11.42,64.49,,48.84,-0.563891577928364,-0.5911163471253299,5,R2
SXI,industrials,42.28,54.84,33.23,50.0,64.21,-0.043543402940350306,-0.0712103399147683,5,R2
SXT,industrials,38.25,27.83,53.88,19.35,65.96,-0.23356306749808553,-0.25268524808547366,5,R2
SYK,healthcare,41.74,44.36,64.88,35.35,38.4,-0.0010941346567152621,-0.0068054439391558716,5,R2
SYKE,tech_software,35.34,72.2,26.95,23.46,72.55,-0.3,-0.32295511729618787,4,R2
SYNA,tech_software,54.13,50.78,50.77,38.89,99.55,-0.6345203965320714,-0.6438790721036698,8,R2
SYNH,healthcare,61.38,62.24,38.08,61.62,80.8,-0.6558239189715621,-0.6660378022169888,9,R2
SYRE,healthcare,31.33,3.29,44.85,,49.91,-0.8905263157894737,-0.9205263157894737,3,R2
SYY,consumer_staples,32.53,15.38,35.56,77.78,27.59,0.049418187042091555,0.04216382365634531,3,R2
T,industrials,47.87,54.98,76.42,,16.13,0.13490959666203062,0.13010809351939479,7,R2
TALK,healthcare,10.59,0.0,6.25,57.89,6.9,-0.6345177664974619,-0.664517766497462,1,R2
TALO,energy,0.78,0.0,46.67,,2.36,0.9234693877551021,0.8934693877551021,1,R2
TASK,industrials,13.21,5.53,14.27,,50.0,-0.698953893839597,-0.7289538938395971,1,R2
TCMD,healthcare,11.37,27.33,51.97,21.21,3.2,-0.3252758801891751,-0.3552758801891751,1,R2
TCNNF,healthcare,50.98,92.5,74.03,,30.0,-0.7231833910034602,-0.7531833910034602,7,R2
TCOM,consumer_disc,21.14,0.0,42.0,,28.85,0.5291717666258668,0.5144902084049048,2,R2
TCS,consumer_disc,44.7,79.12,56.89,,37.21,-0.503006012024048,-0.5330060120240481,6,R2
TDG,industrials,40.73,19.29,81.61,,32.26,0.06460695389266813,0.057257508871937306,5,R2
