ticker,valuation_score_sf,quality_score_sf,growth_score_sf,sentiment_score_sf,potential_score_sf,valuation_score_fmp,quality_score_fmp,growth_score_fmp,sentiment_score_fmp,potential_score_fmp,in_sample
GSKY,92.62,47.26,,44.98,57.21,92.62,49.37,,44.98,58.03,False
GSL,94.39,91.67,93.02,71.15,82.11,94.39,91.67,93.02,71.15,82.11,False
GT,92.14,27.59,44.4,68.97,53.23,92.14,29.31,45.36,68.97,53.91,False
GTBIF,63.15,53.74,63.24,4.88,36.94,63.15,53.74,63.24,4.88,36.94,True
GTES,58.06,42.78,25.53,91.15,47.3,58.06,43.08,26.06,91.15,47.54,False
GTHX,13.21,66.12,76.06,48.99,53.4,13.21,66.12,75.35,48.99,53.02,False
GTLB,1.89,53.86,94.57,17.7,59.02,1.89,54.02,93.67,17.7,58.59,False
GTLS,37.95,23.62,97.76,55.75,52.76,37.95,23.62,97.02,55.75,52.54,False
GTS,,,,,,,,,,,False
GTX,82.7,92.24,38.71,75.86,62.51,82.7,93.1,37.95,75.86,62.42,False
GTY,41.23,60.72,60.47,72.79,52.31,41.23,72.41,57.75,72.79,54.46,True
GVA,64.37,40.73,42.89,76.79,51.81,64.37,42.55,43.54,76.79,52.45,True
GWPH,0.0,53.77,,51.22,32.85,0.0,52.9,,51.22,32.63,False
GWRE,9.12,30.08,38.46,87.96,40.94,9.12,31.51,38.46,87.96,41.22,False
GWW,,,,,,,,,,,True
GXO,20.42,26.92,85.57,42.31,42.47,20.42,26.92,82.12,42.31,41.44,True
H,15.36,46.06,61.83,22.03,37.45,15.36,48.42,64.56,22.03,38.86,False
HA,,,,,,,,,,,False
HAE,71.62,58.09,57.24,34.17,51.72,71.62,56.03,66.37,34.17,54.54,True
HAL,63.76,70.0,42.89,28.33,50.61,63.76,73.33,58.11,28.33,54.08,True
HALO,67.02,45.45,54.23,47.0,49.33,67.02,45.45,54.93,47.0,49.71,True
HAS,18.0,29.65,12.42,69.49,29.55,18.0,32.27,11.86,69.49,29.87,False
HASI,52.91,67.29,86.31,19.05,56.8,52.91,53.34,75.33,19.05,49.87,True
HAYN,52.93,27.68,93.07,46.9,52.98,52.93,27.37,93.07,46.9,52.9,True
HAYW,59.38,66.78,12.06,61.06,42.49,59.38,67.68,13.66,61.06,43.2,False
HBI,54.84,30.18,17.33,72.97,33.83,54.84,29.28,18.71,72.97,34.13,True
HCA,63.4,88.1,56.5,74.19,66.94,63.4,88.1,55.21,74.19,66.5,True
HCC,15.25,75.0,54.5,24.19,34.92,15.25,75.0,50.93,24.19,34.07,False
HCCI,71.13,57.5,94.06,34.96,63.45,71.13,55.77,94.06,34.96,63.02,True
HCKT,59.16,36.44,19.46,43.25,23.77,59.16,38.73,16.74,43.25,22.85,False
HCP,3.08,45.12,95.48,58.39,65.67,3.08,45.11,94.57,58.39,65.22,False
HCSG,43.93,60.54,19.2,92.45,41.15,43.93,60.54,18.77,92.45,41.02,False
HD,30.91,75.42,42.23,60.53,44.8,30.91,77.44,43.49,60.53,45.64,False
HDSN,79.01,93.75,30.51,14.16,45.33,79.01,94.06,31.82,14.16,45.8,False
HEAR,86.81,18.35,61.78,58.06,46.56,86.81,17.24,61.78,58.06,46.29,False
HEES,,,,,,,,,,,False
HEI,27.91,81.58,90.62,57.89,64.69,27.91,81.58,90.62,57.89,64.69,False
HELE,62.41,58.58,10.94,5.56,31.54,62.41,59.21,10.81,5.56,31.7,False
HEP,70.83,89.47,60.0,28.29,55.6,70.83,86.84,60.0,28.29,55.05,False
HES,20.89,20.0,57.81,65.78,38.41,20.89,22.0,53.81,65.78,38.11,True
HESM,74.86,86.84,69.02,60.53,70.44,74.86,84.21,60.2,60.53,68.28,False
HFC,,,,,,,,,,,False
HGV,81.82,48.71,100.0,40.68,66.94,81.82,49.94,62.26,40.68,54.16,True
HIBB,73.96,51.58,44.78,51.32,48.73,73.96,52.97,49.25,51.32,50.55,False
HII,60.41,55.61,18.08,15.79,35.57,60.41,55.61,24.04,15.79,37.36,False
HIMS,20.0,47.81,96.15,100.0,69.62,20.0,46.94,100.0,100.0,70.8,True
HIMX,40.33,30.79,20.53,85.51,33.03,40.33,31.28,17.47,85.51,32.07,True
HIW,,,,,,,,,,,False
HL,19.18,25.0,52.64,56.45,35.02,19.18,25.0,52.64,56.45,35.02,False
HLF,95.16,75.51,13.54,33.33,51.33,95.16,75.51,13.33,33.33,51.29,False
HLI,55.14,75.44,43.03,70.27,56.66,55.14,75.37,41.53,70.27,56.11,False
HLIO,64.9,38.89,19.02,8.41,26.61,64.9,36.79,22.34,8.41,27.08,True
HLIT,93.88,60.97,55.29,6.45,46.82,93.88,62.04,56.49,6.45,47.45,False
HLT,14.09,94.75,32.56,55.93,46.43,14.09,85.51,64.96,55.93,55.76,True
HLX,51.06,73.33,68.14,11.67,39.16,51.06,80.0,64.05,11.67,39.82,False
HMC,36.6,39.22,38.32,44.83,36.26,36.6,40.09,39.42,44.83,36.81,False
HNGR,81.19,42.33,,53.33,60.99,81.19,43.37,,53.33,61.24,False
HNI,47.67,26.77,69.31,60.18,46.31,47.67,27.66,67.33,60.18,45.94,False
HNST,4.84,6.46,82.09,88.16,42.9,4.84,6.81,86.57,88.16,44.51,False
HOG,61.59,70.69,19.23,17.24,33.48,61.59,72.41,19.23,17.24,33.82,False
HOLX,83.06,70.15,3.88,36.67,40.75,83.06,70.09,3.88,36.67,40.74,False
HOME,47.77,44.19,,48.03,46.78,47.77,45.53,,48.03,47.19,False
HON,26.24,59.85,,53.98,45.5,26.24,60.45,,53.98,45.72,False
HOOD,36.96,6.91,96.77,100.0,62.24,36.96,6.91,96.77,100.0,62.24,False
HOUS,,,,,,,,,,,True
HOV,,,,,,,,,,,True
HP,,,,,,,,,,,True
HPE,66.78,54.48,61.54,12.9,50.05,66.78,51.25,61.54,12.9,49.25,True
HPK,47.87,8.0,86.9,16.55,28.24,47.87,6.0,80.9,16.55,26.73,True
HPP,36.24,21.25,20.17,1.36,14.18,36.24,19.47,20.89,1.36,13.94,False
HPQ,94.2,58.55,20.97,13.04,45.85,94.2,59.5,20.97,13.04,46.08,False
HQY,46.07,62.23,70.59,52.37,60.43,46.07,35.98,60.63,52.37,50.33,True
HR,26.93,42.18,,17.69,28.47,26.93,39.77,,17.69,27.59,False
HRB,,,,,,,,,,,False
HRC,46.98,58.35,,53.33,52.2,46.98,59.1,,53.33,52.38,False
HRI,,,,,,,,,,,True
HRL,43.59,32.44,16.67,75.93,40.12,43.59,33.07,16.33,75.93,40.24,False
HRMY,81.26,37.19,58.45,47.43,47.21,81.26,37.19,59.15,47.43,47.59,True
HROW,15.37,31.4,69.72,71.67,50.34,15.37,31.4,69.72,71.67,50.34,True
HRT,,,,,,,,,,,False
HRTX,21.05,29.75,45.07,46.33,31.26,21.05,29.75,45.07,46.33,31.26,False
HSAI,4.85,12.07,92.31,98.28,51.35,4.85,12.93,96.15,98.28,52.85,True
HSC,,,,,,,,,,,False
HSIC,,,,,,,,,,,True
HSII,,,,,,,,,,,True
HSKA,0.0,28.91,60.19,53.33,38.85,0.0,29.28,60.19,53.33,38.91,False
HST,69.88,53.4,78.7,20.41,60.23,69.88,51.91,83.94,20.41,61.45,True
HSTM,65.8,59.49,21.27,34.49,27.83,65.8,61.01,19.91,34.49,27.44,False
HSY,58.44,90.01,62.5,48.15,65.68,58.44,89.39,61.86,48.15,65.37,False
HT,80.87,32.29,53.66,34.69,43.88,80.87,23.23,53.64,34.69,41.56,True
HTGC,68.1,69.42,85.94,19.57,61.57,68.1,70.6,86.58,19.57,62.09,True
HTLD,42.55,28.85,43.5,23.08,25.75,42.55,28.85,48.12,23.08,27.13,False
HTZ,44.0,59.45,31.85,98.31,47.29,44.0,24.59,31.75,98.31,40.31,True
HUBB,55.42,84.23,77.43,52.21,67.23,55.42,80.32,69.01,52.21,63.73,True
HUBG,52.81,43.59,35.12,36.54,37.04,52.81,44.55,33.4,36.54,36.76,True
HUBS,10.61,75.98,79.19,31.2,60.39,10.61,74.04,78.73,31.2,59.79,True
HUMA,5.22,26.43,,55.07,27.63,5.22,26.49,,55.07,27.65,False
HURN,61.44,44.8,88.13,94.34,67.55,61.44,43.54,87.04,94.34,66.91,True
HUYA,0.0,19.56,3.7,48.39,5.5,0.0,13.11,3.7,48.39,3.92,True
HWKN,17.75,68.89,84.5,93.33,58.92,17.75,58.89,94.28,93.33,59.18,True
HWM,8.39,64.85,71.39,96.46,57.77,8.39,65.15,72.19,96.46,58.09,True
HXL,60.67,69.79,65.4,7.89,51.55,60.67,69.77,70.43,7.89,53.06,False
HY,,,,,,,,,,,True
HZNP,18.61,69.22,84.62,51.22,57.12,18.61,70.05,88.46,51.22,58.58,False
HZO,38.0,31.95,35.85,16.95,20.73,38.0,32.2,33.96,16.95,20.12,True
IAA,21.57,88.79,90.38,52.59,66.56,21.57,90.52,92.31,52.59,67.57,False
IAC,38.89,36.95,7.14,61.76,27.14,38.89,36.95,10.71,61.76,28.4,False
IART,24.75,44.64,19.41,5.0,12.9,24.75,44.78,20.66,5.0,13.36,False
IAS,85.04,76.99,55.2,16.42,45.8,85.04,78.5,54.75,16.42,45.86,False
IBM,53.55,52.75,15.84,86.86,40.07,53.55,54.27,13.57,86.86,39.23,False
IBP,44.93,72.73,74.6,57.58,57.82,44.93,74.75,73.4,57.58,57.95,True
IBRX,7.68,9.89,97.18,50.42,56.29,7.68,9.94,96.48,50.42,55.92,True
IBTA,,,,,,,,,,,False
ICE,58.95,56.18,42.13,62.16,52.37,58.95,56.1,39.05,62.16,51.26,False
ICFI,82.46,49.35,46.79,3.77,41.88,82.46,50.32,47.28,3.77,42.26,True
ICHR,1.14,12.82,2.51,3.54,0.0,1.14,12.83,2.23,3.54,0.0,True
ICLR,88.83,46.52,,2.5,43.45,88.83,46.98,,2.5,43.56,False
ICPT,17.41,96.69,39.44,48.98,38.57,17.41,96.69,39.44,48.98,38.57,False
ICUI,28.35,31.7,37.23,73.33,37.61,28.35,32.09,39.97,73.33,38.62,False
ICVX,13.36,41.17,14.79,48.98,16.72,13.36,40.88,14.79,48.98,16.67,False
IDA,52.06,75.56,56.1,77.55,62.09,52.06,73.33,58.54,77.55,62.03,False
IDCC,61.6,54.76,83.97,91.43,69.88,61.6,53.37,83.97,91.43,69.54,True
IDT,39.53,43.45,11.54,80.0,34.51,39.53,43.45,11.54,80.0,34.51,False
IDXX,27.34,83.08,45.84,70.83,52.34,27.34,83.06,48.55,70.83,53.28,False
IDYA,16.46,54.63,5.63,43.94,15.99,16.46,54.72,6.34,43.94,16.38,False
IE,0.0,22.2,0.45,51.09,3.96,0.0,22.2,0.45,51.09,3.96,False
IEA,42.71,17.05,,37.5,32.11,42.71,16.15,,37.5,31.79,False
IEP,55.0,8.89,53.12,4.35,23.2,55.0,8.89,52.16,4.35,22.86,False
IESC,2.33,54.25,98.04,91.07,55.57,2.33,54.7,98.0,91.07,55.67,False
IEX,47.73,83.07,37.23,27.43,48.0,47.73,83.67,38.46,27.43,48.52,True
IFF,21.47,25.56,71.84,37.78,36.63,21.47,26.67,69.72,37.78,36.35,False
IGT,96.86,41.91,60.38,13.56,48.0,96.86,71.18,5.66,13.56,34.96,True
IHS,24.36,66.67,,94.29,49.16,24.36,66.67,,94.29,49.16,False
IIIN,69.59,39.57,0.99,76.99,33.02,69.59,39.27,1.98,76.99,33.24,False
IIIV,43.29,54.15,14.48,68.98,28.42,43.29,56.07,40.72,68.98,42.0,True
IIPR,80.48,81.35,57.53,2.72,55.96,80.48,80.56,55.61,2.72,55.17,False
ILMN,39.9,43.88,27.58,28.33,31.49,39.9,43.93,28.96,28.33,31.97,False
ILPT,65.19,42.34,56.83,49.66,44.69,65.19,39.86,56.73,49.66,44.03,False
IMAB,31.86,98.35,,63.46,59.54,31.86,98.35,,63.46,59.54,False
IMAX,9.09,41.56,96.3,93.55,59.95,9.09,63.07,59.26,93.55,52.13,True
IMCR,28.44,95.87,63.38,35.2,51.69,28.44,95.87,62.68,35.2,51.31,True
IMGN,10.16,97.52,22.54,48.98,32.92,10.16,97.52,21.83,48.98,32.54,False
IMGO,9.24,75.73,,48.98,51.1,9.24,75.52,,48.98,51.03,False
IMKTA,98.72,72.04,,25.81,64.56,98.72,72.04,,25.81,64.56,False
IMMY,1.85,46.09,,92.68,37.67,1.85,46.04,,92.68,37.66,False
IMNM,13.42,32.54,,51.83,29.29,13.42,32.3,,51.83,29.22,False
IMO,,,,,,,,,,,False
IMVT,10.9,,,41.78,24.29,10.9,,,41.78,24.29,False
IMXI,98.16,24.91,38.01,2.37,26.0,98.16,27.76,38.01,2.37,26.56,False
INBX,5.18,20.45,11.27,37.41,8.37,5.18,19.4,4.93,37.41,4.8,True
INCY,68.61,71.07,42.25,50.25,48.68,68.61,71.07,42.25,50.25,48.68,True
INDI,0.0,17.81,94.74,14.49,29.9,0.0,18.29,96.49,14.49,30.6,False
INDT,,,,,,,,,,,False
INDV,,,,,,,,,,,False
INFA,40.16,70.83,20.36,25.0,30.46,40.16,72.74,18.1,25.0,29.69,True
INFN,2.47,34.73,68.03,38.71,27.32,2.47,34.7,62.98,38.71,25.8,True
INFY,61.83,42.13,,23.91,38.91,61.83,43.83,,23.91,39.57,False
INGR,79.66,51.78,33.85,90.74,63.05,79.66,53.03,33.71,90.74,63.4,True
INMD,95.66,96.62,23.82,33.33,47.87,95.66,96.61,25.23,33.33,48.36,True
INN,31.01,20.86,,12.24,15.09,31.01,20.11,,12.24,14.81,False
INOD,26.22,28.51,,91.61,44.96,26.22,30.64,,91.61,45.8,False
INSM,9.04,35.54,51.41,47.12,43.12,9.04,35.54,52.11,47.12,43.5,False
INSP,19.55,49.85,93.2,65.83,56.98,19.55,50.48,93.2,65.83,57.08,True
INST,32.95,65.56,57.47,39.96,47.77,32.95,65.95,57.01,39.96,47.62,False
INSW,75.84,93.59,,17.31,60.61,75.84,93.59,,17.31,60.61,False
INT,,,,,,,,,,,False
INTA,24.16,49.52,83.71,46.72,58.24,24.16,49.36,83.71,46.72,58.21,True
INTC,20.45,23.04,20.4,47.83,24.08,20.45,23.52,21.2,47.83,24.45,True
INTU,27.24,80.68,52.49,72.35,58.09,27.24,83.1,52.49,72.35,58.55,True
INVA,73.78,61.16,33.8,50.7,42.01,73.78,61.16,33.8,50.7,42.01,True
INVH,,,,,,,,,,,False
IONQ,0.0,29.57,100.0,94.2,53.75,0.0,29.57,100.0,94.2,53.75,True
IONS,12.36,91.74,38.73,34.17,40.49,12.36,91.74,38.73,34.17,40.49,True
IOSP,48.71,71.11,73.62,31.11,50.1,48.71,71.11,71.47,31.11,49.59,False
IOVA,34.08,13.22,,53.6,27.35,34.08,13.22,,53.6,27.35,False
IP,,,,,,,,,,,False
IPAR,37.43,88.78,89.58,88.89,68.9,37.43,91.25,88.71,88.89,69.48,True
IPG,,,,,,,,,,,False
IPGP,21.3,40.06,13.61,44.93,21.42,21.3,40.06,16.23,44.93,22.32,False
IPHI,6.48,36.54,,62.68,37.34,6.48,37.03,,62.68,37.49,False
IPI,,,,,,,,,,,False
IPXX,,,,,,,,,,,False
IQV,75.72,50.19,42.32,20.0,44.97,75.72,50.38,45.89,20.0,46.23,True
IR,22.66,68.7,,19.47,36.85,22.66,69.89,,19.47,37.27,False
IRDM,76.82,72.51,75.96,51.61,65.84,76.82,74.66,75.96,51.61,66.37,True
IREN,31.59,16.76,100.0,10.81,43.93,31.59,18.11,100.0,10.81,44.26,False
IRM,9.47,47.81,66.0,49.06,42.25,9.47,47.16,67.21,49.06,42.45,False
IRMD,37.64,94.65,80.89,87.5,64.25,37.64,94.64,81.46,87.5,64.44,True
IRT,25.76,44.19,63.1,51.02,42.67,25.76,41.52,63.87,51.02,42.23,False
ISEE,7.09,,,48.98,38.82,7.09,,,48.98,38.82,False
ISRG,14.41,80.58,65.74,77.5,57.93,14.41,80.82,66.53,77.5,58.24,True
IT,65.18,59.12,30.54,18.98,37.16,65.18,60.83,31.0,18.98,37.72,False
ITCI,9.97,70.25,77.46,47.2,62.03,9.97,70.25,76.76,47.2,61.65,True
ITGR,46.26,39.65,56.34,68.33,51.39,46.26,40.37,59.41,68.33,52.56,True
ITI,18.77,28.21,84.62,87.1,44.36,18.77,27.1,84.62,87.1,44.09,True
ITOS,20.27,50.89,4.93,45.43,12.54,20.27,50.9,5.63,45.43,12.92,True
ITRI,46.79,50.21,87.86,63.77,60.45,46.79,46.4,92.3,63.77,60.83,True
ITT,48.98,82.84,53.87,60.71,58.96,48.98,82.84,56.08,60.71,59.63,True
ITW,47.55,92.38,35.01,53.1,55.24,47.55,92.98,34.25,53.1,55.16,False
IVR,29.08,56.29,49.67,42.86,37.47,29.08,55.28,50.13,42.86,37.35,False
IVT,42.41,48.46,57.36,83.67,49.8,42.41,46.73,59.38,83.67,49.98,False
IVZ,74.34,26.78,17.19,32.61,31.84,74.34,23.52,21.65,32.61,32.61,True
J,27.74,47.79,53.92,57.14,44.72,27.74,51.38,55.0,57.14,45.94,False
JACK,91.38,68.42,22.86,2.7,33.92,91.38,69.3,22.86,2.7,34.1,False
JAMF,30.67,70.7,,4.56,28.28,30.67,72.59,,4.56,29.02,False
JANX,20.43,55.62,40.14,56.27,34.78,20.43,55.54,40.14,56.27,34.76,False
JAZZ,70.7,57.85,35.21,53.84,43.46,70.7,57.85,35.21,53.84,43.46,True
JBGS,31.78,23.56,,88.44,35.12,31.78,21.38,,88.44,34.32,False
JBHT,41.37,48.08,38.65,44.23,41.15,41.37,50.0,38.65,44.23,41.63,False
JBI,79.95,65.66,96.43,51.52,63.77,79.95,65.66,96.43,51.52,63.77,False
JBL,48.57,44.71,22.58,85.51,45.66,48.57,43.99,24.19,85.51,45.96,True
JBLU,,,,,,,,,,,False
JBT,19.43,44.15,,87.61,44.75,19.43,43.55,,87.61,44.54,False
JCI,16.65,45.45,75.0,96.97,56.68,16.65,45.45,71.43,96.97,55.83,False
JCOM,44.69,78.85,12.9,44.98,35.36,44.69,80.75,11.76,44.98,35.16,False
JD,61.66,48.92,,72.37,60.0,61.66,50.94,,72.37,60.61,False
JEF,,,,,,,,,,,False
JELD,6.45,15.32,15.21,2.7,0.29,6.45,16.22,14.82,2.7,0.34,False
JFIN,27.05,76.1,100.0,100.0,69.01,27.05,73.16,96.43,100.0,67.03,True
JHG,54.63,52.22,36.72,50.0,43.82,54.63,53.41,40.15,50.0,45.33,False
JJSF,29.35,38.71,75.0,24.07,35.22,29.35,38.71,73.47,24.07,34.93,True
JKHY,40.38,75.11,46.09,52.83,51.8,40.38,75.14,45.32,52.83,51.58,True
JLL,,,,,,,,,,,True
JNJ,44.72,72.67,49.55,75.61,55.31,44.72,72.67,43.67,75.61,53.28,True
JNPR,51.91,70.57,54.33,19.35,49.14,51.91,70.57,55.53,19.35,49.5,False
JOBY,0.0,1.92,,100.0,25.83,0.0,1.92,,100.0,25.83,False
JOE,,,,,,,,,,,False
JOUT,0.0,27.98,16.98,23.73,7.44,0.0,27.55,15.09,23.73,6.7,True
JW-A,,,,,,,,,,,False
JWN,79.78,27.92,62.26,64.47,56.82,79.78,29.97,63.75,64.47,57.75,False
JXN,,,,,,,,,,,False
K,38.31,56.86,25.52,94.44,52.26,38.31,58.11,25.16,94.44,52.57,True
KAI,35.42,74.33,64.0,56.64,54.25,35.42,75.25,64.52,56.64,54.63,True
KALU,27.78,37.5,49.53,50.0,31.49,27.78,37.5,49.53,50.0,31.49,False
KALV,7.89,38.13,,43.67,26.01,7.89,38.33,,43.67,26.07,False
KAMN,53.35,39.89,25.0,22.37,30.15,53.35,39.89,28.12,22.37,31.09,False
KAR,36.57,36.42,71.64,84.21,56.28,36.57,37.78,77.61,84.21,58.61,False
KBAL,22.58,16.22,,63.51,36.46,22.58,16.22,,63.51,36.46,False
KBH,,,,,,,,,,,True
KD,28.19,9.98,,77.55,35.96,28.19,10.31,,77.55,36.09,False
KDMN,7.19,33.06,,48.98,36.98,7.19,33.06,,48.98,36.98,False
KDNY,12.21,39.2,88.73,48.98,66.12,12.21,39.36,88.03,48.98,65.77,False
KDP,,,,,,,,,,,False
KE,82.65,25.9,64.32,26.09,41.83,82.65,25.9,66.21,26.09,42.39,False
KEX,39.33,44.23,85.49,50.0,54.16,39.33,45.83,88.37,50.0,55.42,True
KEYS,24.79,90.91,30.65,57.97,47.73,24.79,89.94,30.65,57.97,47.49,True
KFRC,,,,,,,,,,,True
KFY,,,,,,,,,,,True
KGC,12.9,70.83,17.39,77.42,41.42,12.9,66.67,17.39,77.42,40.56,False
KHC,80.31,55.19,23.44,37.04,52.52,80.31,55.19,23.18,37.04,52.47,False
KIDS,0.0,43.92,85.44,14.17,30.04,0.0,43.73,86.41,14.17,30.34,True
KIN,0.0,43.56,,51.22,30.36,0.0,42.72,,51.22,30.16,False
KIND,1.52,30.09,50.0,14.71,18.2,1.52,30.09,53.57,14.71,19.47,False
KLAC,48.27,89.68,67.07,80.43,70.3,48.27,90.66,73.98,80.43,72.88,True
KLC,,,,,,,,,,,False
KLIC,40.98,40.63,3.51,24.64,17.83,40.98,40.63,3.51,24.64,17.83,False
KMB,55.54,72.39,27.6,53.7,54.33,55.54,73.03,27.33,53.7,54.47,False
KMI,19.59,47.37,17.16,75.0,39.02,19.59,47.37,13.82,75.0,38.41,True
KMT,80.72,53.99,25.51,48.21,46.75,80.72,57.61,23.82,48.21,47.14,True
KMX,34.62,21.55,11.51,39.66,23.7,34.62,22.41,11.6,39.66,23.9,False
KN,44.7,47.1,35.73,42.48,34.8,44.7,46.8,35.92,42.48,34.78,False
KNF,23.21,31.31,78.57,46.97,41.14,23.21,31.31,68.23,46.97,38.68,True
KNSA,37.34,49.59,65.49,49.39,49.8,37.34,49.59,66.2,49.39,50.18,True
KNX,32.07,32.05,35.4,51.92,35.02,32.07,25.64,40.02,51.92,34.8,True
KO,,,,,,,,,,,True
KOP,68.75,32.22,62.86,51.11,45.19,68.75,32.22,57.74,51.11,43.97,True
KOS,46.79,62.0,23.9,1.94,25.41,46.79,10.0,23.1,1.94,14.34,True
KR,64.8,40.86,30.16,67.74,51.01,64.8,41.94,34.03,67.74,52.06,True
KRA,81.43,22.22,,56.67,56.88,81.43,23.33,,56.67,57.18,False
KRC,60.06,55.82,29.67,80.27,48.6,60.06,53.61,30.8,80.27,48.38,True
KREF,,,,,,,,,,,False
KRG,52.5,48.56,62.02,61.22,53.0,52.5,44.49,62.74,61.22,52.18,True
KRO,83.72,35.56,30.14,17.78,33.75,83.72,35.56,31.22,17.78,34.01,False
KROS,71.38,27.87,49.58,51.27,38.4,71.38,26.27,52.64,51.27,39.8,True
KRT,,,,,,,,,,,False
KRTX,8.63,35.59,2.11,48.98,14.81,8.63,35.67,2.11,48.98,14.82,False
KRUS,1.72,9.65,88.57,72.97,42.65,1.72,9.65,88.57,72.97,42.65,False
KRYS,45.93,74.38,,38.45,46.14,45.93,74.38,,38.45,46.14,False
KSS,83.45,22.39,25.62,2.63,25.72,83.45,23.75,26.37,2.63,26.25,False
KSU,17.18,70.83,86.05,63.46,60.34,17.18,75.64,51.16,63.46,51.09,True
KT,60.4,55.36,15.38,77.14,45.87,60.4,55.36,15.38,77.14,45.87,False
KTB,43.55,76.58,61.89,78.38,61.38,43.55,77.48,59.55,78.38,60.76,True
KTOS,,,,,,,,,,,False
KURA,61.66,66.51,,50.65,47.58,61.66,66.43,,50.65,47.56,False
KVSC,,,,,,,,,,,False
KVUE,34.49,72.66,45.83,87.04,58.01,34.49,73.29,44.9,87.04,58.02,False
KW,,,,,,,,,,,False
KWR,36.42,54.44,51.22,28.89,36.63,36.42,54.44,50.14,28.89,36.38,False
KYMR,18.13,54.41,28.87,50.21,29.23,18.13,54.33,28.87,50.21,29.22,False
LAC,0.0,56.31,,32.26,16.34,0.0,56.31,,32.26,16.34,False
LAD,62.34,54.74,69.89,86.21,66.62,62.34,40.52,72.74,86.21,64.76,True
LADR,47.64,49.2,,44.9,41.82,47.64,48.76,,44.9,41.66,False
LAMR,45.0,68.61,41.19,55.78,48.96,45.0,67.39,42.42,55.78,49.03,False
LANC,38.41,48.57,61.98,46.3,43.7,38.41,46.05,66.01,46.3,43.69,True
LAND,49.68,47.5,25.41,6.8,25.88,49.68,48.86,32.58,6.8,28.43,True
LASR,0.0,7.31,31.58,97.83,27.14,0.0,7.31,31.58,97.83,27.14,True
LAUR,,,,,,,,,,,True
LAZ,73.61,39.15,,37.84,45.93,73.61,37.72,,37.84,45.39,False
LBPH,2.2,,,45.13,27.48,2.2,,,45.13,27.48,False
LBRDA,21.82,13.89,100.0,85.71,48.77,21.82,13.89,100.0,85.71,48.77,False
LBRT,68.52,33.33,54.77,15.0,39.3,68.52,36.67,50.17,15.0,39.16,False
LCID,35.45,7.76,82.69,13.79,38.03,35.45,7.76,84.62,13.79,38.7,True
LCII,45.8,43.97,16.24,48.28,31.33,45.8,46.55,13.63,48.28,30.95,True
LDOS,62.08,20.58,,61.86,44.55,62.08,22.72,,61.86,45.38,False
LE,41.35,18.94,16.52,10.53,10.52,41.35,20.31,10.64,10.53,8.76,True
LEA,79.02,40.52,46.87,22.41,43.57,79.02,42.24,49.04,22.41,44.66,False
LEAF,6.06,18.44,,42.65,21.74,6.06,19.49,,42.65,22.14,False
LECO,53.37,78.14,57.36,58.41,59.5,53.37,77.25,57.85,58.41,59.43,True
LEG,62.9,15.32,21.29,43.24,26.79,62.9,15.32,22.23,43.24,27.11,False
LEGH,87.14,82.73,6.96,44.64,43.61,87.14,83.64,7.13,44.64,43.89,True
LEN,,,,,,,,,,,True
LEU,10.59,60.82,67.19,100.0,56.56,10.59,59.73,64.07,100.0,55.19,False
LEVI,35.48,63.96,65.67,56.76,52.92,35.48,52.25,74.64,56.76,53.68,True
LFG,,,,,,,,,,,False
LFST,0.0,17.07,83.33,67.74,38.58,0.0,17.01,83.33,67.74,38.57,True
LFUS,41.6,63.6,30.39,27.54,37.24,41.6,63.6,30.4,27.54,37.25,True
LGF-B,25.0,34.33,,22.58,17.8,25.0,33.25,,22.58,17.4,False
LGIH,,,,,,,,,,,True
LGND,23.13,76.03,,44.21,44.13,23.13,76.03,,44.21,44.13,False
LH,64.16,40.92,18.57,83.33,48.55,64.16,41.65,19.91,83.33,49.13,False
LHCG,10.53,55.09,41.67,46.77,37.53,10.53,56.75,41.67,46.77,37.8,False
LHX,64.42,43.58,,41.94,49.86,64.42,44.66,,41.94,50.24,False
LII,38.1,76.0,65.83,50.44,56.9,38.1,74.19,65.04,50.44,56.21,True
LILA,40.19,30.56,,2.86,16.22,40.19,30.56,,2.86,16.22,False
LIN,25.5,84.44,59.89,73.33,54.98,25.5,84.44,55.59,73.33,53.96,True
LINC,,,,,,,,,,,False
LIND,21.0,11.6,81.13,61.02,40.0,21.0,12.13,83.02,61.02,40.75,False
LITE,4.55,25.09,16.59,74.19,24.15,4.55,30.47,30.29,74.19,29.59,True
LIVN,50.92,52.3,72.52,42.5,51.34,50.92,48.78,75.24,42.5,51.72,True
LKQ,51.2,67.24,33.02,50.0,45.63,51.2,69.83,35.41,50.0,46.96,False
LLNW,0.0,9.65,78.28,44.98,49.57,0.0,9.63,77.83,44.98,49.34,False
LLY,19.91,86.34,84.5,26.83,51.06,19.91,87.18,83.48,26.83,50.84,True
LMAT,36.69,77.52,60.83,60.83,50.57,36.69,78.02,63.52,60.83,51.58,False
LMB,12.31,63.26,23.46,96.43,37.36,12.31,65.94,21.69,96.43,37.5,False
LMNX,16.73,54.06,,53.33,39.94,16.73,55.2,,53.33,40.21,False
LMT,79.23,85.54,11.38,34.21,51.01,79.23,85.54,17.07,34.21,52.71,False
LNG,48.65,57.89,51.67,77.63,58.05,48.65,55.26,45.78,77.63,56.43,False
LNN,,,,,,,,,,,True
