ticker,valuation_score_sf,quality_score_sf,growth_score_sf,sentiment_score_sf,potential_score_sf,valuation_score_fmp,quality_score_fmp,growth_score_fmp,sentiment_score_fmp,potential_score_fmp,in_sample
VMEO,40.3,69.61,21.43,64.71,35.56,40.3,69.61,25.0,64.71,36.82,False
VMI,69.95,40.23,45.01,70.8,52.36,69.95,38.71,40.5,70.8,50.63,True
VMW,61.91,90.7,28.51,44.98,45.31,61.91,90.53,28.51,44.98,45.27,False
VNE,0.0,3.59,,37.5,11.87,0.0,3.59,,37.5,11.87,False
VNO,74.94,33.73,19.05,98.64,46.56,74.94,31.44,18.21,98.64,45.72,False
VNOM,8.33,10.53,40.0,28.95,17.4,8.33,13.16,36.67,28.95,17.35,False
VNT,79.36,81.01,20.07,32.14,49.24,79.36,80.1,19.26,32.14,48.77,False
VOD,60.86,59.93,,48.39,55.53,60.86,58.85,,48.39,55.15,False
VOR,12.89,27.12,,9.08,5.53,12.89,27.2,,9.08,5.56,False
VPCC,,,,,,,,,,,False
VPG,47.19,62.64,23.09,23.19,29.07,47.19,61.21,28.43,23.19,30.32,True
VRDN,18.06,31.06,8.45,64.42,15.81,18.06,30.78,9.15,64.42,16.15,True
VRE,22.53,20.3,,50.34,20.96,22.53,20.0,,50.34,20.85,False
VREX,62.59,38.41,7.77,11.67,16.96,62.59,39.12,7.77,11.67,17.07,False
VRNA,6.0,78.51,,52.95,49.98,6.0,78.51,,52.95,49.98,False
VRNS,13.03,70.81,33.48,66.61,41.87,13.03,72.37,33.94,66.61,42.4,True
VRNT,88.45,57.69,12.9,10.95,24.03,88.45,54.63,14.03,10.95,24.0,True
VRRM,28.37,66.4,69.68,19.64,44.06,28.37,65.5,71.31,19.64,44.33,True
VRS,,,,,,,,,,,False
VRSK,19.33,75.8,44.68,64.15,49.07,19.33,76.48,42.82,64.15,48.69,False
VRSN,32.58,92.19,35.71,88.24,58.16,32.58,92.19,39.29,88.24,59.42,False
VRT,15.16,58.23,90.04,65.49,56.77,15.16,57.04,87.35,65.49,55.66,True
VRTS,51.92,33.35,43.75,6.52,31.38,51.92,33.4,44.59,6.52,31.69,True
VRTV,96.8,31.74,53.47,34.96,50.91,96.8,32.35,52.48,34.96,50.76,True
VRTX,36.36,52.07,40.85,29.68,38.8,36.36,52.07,40.85,29.68,38.8,True
VSAT,48.54,25.81,87.02,2.9,37.27,48.54,25.81,86.77,2.9,37.2,False
VSCO,88.71,36.04,44.52,83.78,56.47,88.71,36.04,44.06,83.78,56.32,True
VSEC,25.79,39.06,55.58,68.42,40.81,25.79,41.77,88.34,68.42,51.29,True
VSH,96.06,40.54,,46.38,54.17,96.06,40.05,,46.38,54.02,False
VST,,,,,,,,,,,True
VSTO,27.0,51.09,20.75,57.63,32.98,27.0,51.95,18.87,57.63,32.5,True
VTLE,0.0,4.0,39.43,3.88,1.87,0.0,4.0,41.43,3.88,2.23,False
VTOL,26.98,10.0,36.12,68.33,26.36,26.98,10.0,33.95,68.33,25.97,False
VTR,14.58,33.97,,92.52,35.85,14.58,31.27,,92.52,34.85,False
VTRS,43.18,57.41,30.64,19.35,33.09,43.18,57.41,29.17,19.35,32.58,False
VTS,21.47,32.0,,56.5,28.03,21.47,36.0,,56.5,29.05,False
VVI,0.0,10.05,,86.79,18.08,0.0,10.05,,86.79,18.08,False
VVNT,,,,,,,,,,,False
VVV,42.84,91.4,92.86,16.13,59.21,42.84,91.4,93.1,16.13,59.26,True
VZIO,2.61,38.43,9.68,43.48,16.2,2.61,37.47,11.29,43.48,16.44,True
WAB,21.04,51.92,80.35,96.15,60.16,21.04,52.56,81.52,96.15,60.66,True
WAT,50.27,76.34,27.41,79.17,52.03,50.27,76.58,28.87,79.17,52.57,True
WBA,33.33,13.98,53.57,41.94,29.34,33.33,12.9,55.17,41.94,29.31,True
WBD,58.08,22.29,51.85,80.65,49.99,58.08,23.37,51.85,80.65,50.26,False
WBT,14.25,21.8,,34.96,22.78,14.25,21.2,,34.96,22.57,False
WCC,,,,,,,,,,,True
WCN,,,,,,,,,,,False
WDAY,30.64,75.83,64.93,43.25,58.02,30.64,76.41,70.59,43.25,60.98,True
WDC,78.59,35.82,3.25,28.99,34.17,78.59,35.34,3.31,28.99,34.07,False
WDFC,18.57,95.56,89.74,71.11,62.64,18.57,95.56,87.18,71.11,62.03,True
WDS,47.74,90.0,26.19,57.01,49.74,47.74,92.0,28.57,57.01,50.59,False
WEAV,10.5,41.82,73.3,27.37,41.3,10.5,42.69,72.4,27.37,41.01,True
WEC,29.57,73.33,12.2,91.84,46.25,29.57,71.11,14.63,91.84,46.19,False
WELL,12.62,38.12,57.1,97.28,43.58,12.62,35.34,57.7,97.28,43.05,False
WEN,85.37,70.18,25.9,13.51,41.64,85.37,71.05,23.73,13.51,41.06,False
WERN,32.92,32.69,21.49,34.62,26.08,32.92,28.85,21.49,34.62,25.12,True
WES,52.07,84.21,49.31,52.63,55.61,52.07,65.79,61.08,52.63,53.88,True
WEST,0.0,1.85,,25.93,0.0,0.0,1.85,,25.93,0.0,False
WETF,25.91,26.24,,25.0,25.76,25.91,25.15,,25.0,25.35,False
WEX,38.1,34.22,,11.32,26.34,38.1,34.22,,11.32,26.34,False
WFG,,,,,,,,,,,False
WFRD,73.81,66.67,53.26,13.33,48.27,73.81,70.0,72.83,13.33,52.53,True
WGO,42.46,68.97,5.77,15.52,22.9,42.46,71.55,5.77,15.52,23.42,False
WH,45.14,85.4,,54.24,59.03,45.14,87.6,,54.24,59.7,False
WHD,28.57,96.67,72.24,33.33,47.02,28.57,96.67,70.32,33.33,46.67,True
WHR,20.97,11.71,13.41,45.95,20.3,20.97,11.71,14.55,45.95,20.69,True
WIFI,14.49,19.44,,27.14,19.83,14.49,19.44,,27.14,19.83,False
WINA,20.65,100.0,43.68,68.42,54.27,20.65,100.0,44.94,68.42,54.7,False
WING,13.45,91.23,76.83,29.73,53.12,13.45,90.35,76.83,29.73,52.94,True
WIRE,79.38,86.2,31.19,34.96,56.14,79.38,87.1,30.2,34.96,56.06,True
WIT,78.67,37.69,8.14,25.18,20.34,78.67,33.15,28.96,25.18,29.94,True
WK,12.46,59.43,67.87,15.51,45.71,12.46,60.99,67.42,15.51,45.78,False
WLDN,37.72,40.49,65.47,94.64,48.47,37.72,29.77,67.21,94.64,46.32,True
WLFC,,,,,,,,,,,False
WLK,23.48,53.33,50.53,13.33,31.32,23.48,54.44,48.38,13.33,31.04,True
WLL,58.49,10.0,,62.58,47.38,58.49,12.0,,62.58,47.89,False
WM,,,,,,,,,,,False
WMB,11.47,52.63,46.08,81.58,44.41,11.47,52.63,35.59,81.58,42.5,False
WMG,22.22,70.18,40.74,16.13,36.48,22.22,70.18,40.74,16.13,36.48,False
WMK,34.0,50.54,,64.52,41.62,34.0,49.46,28.68,64.52,37.73,True
WMS,45.1,89.9,39.29,45.45,50.53,45.1,89.9,52.07,45.45,53.57,True
WMT,19.97,58.06,50.79,74.19,42.0,19.97,60.22,49.46,74.19,42.4,True
WNC,,,,,,,,,,,True
WOOF,37.0,13.95,20.5,15.25,11.21,37.0,15.11,19.87,15.25,11.22,False
WOR,,,,,,,,,,,True
WPC,20.59,63.43,45.78,89.8,46.87,20.59,76.13,51.39,89.8,51.83,True
WRBY,14.37,24.76,57.28,90.0,44.14,14.37,25.35,57.28,90.0,44.24,True
WRE,36.58,25.46,39.37,34.69,34.34,36.58,21.08,16.4,34.69,26.18,True
WRI,35.09,57.19,,34.69,43.15,35.09,54.96,,34.69,42.33,False
WSC,,,,,,,,,,,False
WSM,43.66,91.25,32.72,63.16,52.35,43.66,91.94,32.48,63.16,52.41,False
WSO,28.1,73.07,90.2,28.57,56.32,28.1,75.75,92.0,28.57,57.53,False
WSR,60.58,45.82,50.24,26.53,40.12,60.58,59.74,50.27,26.53,43.68,True
WST,40.99,63.07,26.56,16.67,30.97,40.99,64.16,28.94,16.67,31.97,True
WTRG,48.91,6.67,100.0,24.49,43.72,48.91,6.67,100.0,24.49,43.72,False
WTS,48.45,79.98,63.53,88.5,66.08,48.45,79.98,65.03,88.5,66.53,True
WTTR,40.74,93.33,,28.33,40.2,40.74,93.33,,28.33,40.2,False
WTW,46.13,47.03,32.06,43.24,39.83,46.13,45.6,27.28,43.24,37.79,False
WU,,,,,,,,,,,False
WVE,18.45,38.1,95.07,78.57,66.85,18.45,38.22,94.37,78.57,66.49,False
WW,,,,,,,,,,,True
WWD,51.19,65.39,71.88,60.53,61.15,51.19,67.19,68.75,60.53,60.67,True
WWE,30.3,90.32,77.78,35.48,59.05,30.3,91.94,81.48,35.48,60.76,False
WWW,27.42,29.73,11.11,100.0,31.61,27.42,21.62,9.24,100.0,29.35,True
WY,,,,,,,,,,,True
WYNN,39.05,57.54,84.88,37.29,56.48,39.05,56.88,91.0,37.29,58.46,True
X,,,,,,,,,,,True
XEC,27.5,60.0,,62.58,47.27,27.5,70.0,,62.58,49.84,False
XENE,16.17,54.94,,42.13,36.91,16.17,55.04,,42.13,36.94,False
XERS,14.16,41.32,64.08,59.95,45.92,14.16,41.32,64.79,59.95,46.3,True
XHR,73.12,42.16,55.0,17.01,45.79,73.12,39.5,72.27,17.01,50.41,True
XLNX,35.49,82.97,,62.68,60.44,35.49,82.49,,62.68,60.3,False
XLRN,0.0,3.36,,53.33,21.4,0.0,2.94,,53.33,21.3,False
XM,1.26,31.48,96.83,44.98,63.29,1.26,31.46,95.93,44.98,62.83,False
XMTR,0.0,6.3,91.62,98.21,38.44,0.0,6.3,92.44,98.21,38.69,False
XNCR,32.22,67.19,19.72,53.78,25.82,32.22,66.39,19.01,53.78,25.32,True
XNET,,,,,,,,,,,True
XOG_delisted,33.75,22.0,,62.58,40.13,33.75,26.0,,62.58,41.16,False
XOM,,,,,,,,,,,False
XOMA,25.06,53.86,83.8,48.49,56.52,25.06,53.78,83.1,48.49,56.12,False
XONE,0.0,9.27,,49.56,17.05,0.0,9.58,,49.56,17.16,False
XPEL,20.55,88.79,83.71,67.24,57.76,20.55,89.66,86.93,67.24,59.04,True
XPER,94.63,64.07,30.5,45.65,44.02,94.63,64.07,32.53,45.65,44.72,False
XPO,19.65,48.72,80.27,94.23,57.41,19.65,48.08,81.44,94.23,57.6,False
XPRO,74.07,23.33,65.3,8.33,34.29,74.07,23.33,63.13,8.33,33.9,True
XRAY,51.88,34.26,16.37,15.0,23.27,51.88,34.33,18.89,15.0,24.15,False
XRX,63.45,23.49,4.52,3.83,7.24,63.45,25.26,4.52,3.83,7.58,False
XYL,30.64,42.1,83.72,29.2,47.91,30.64,42.09,84.11,29.2,48.03,False
Y,,,,,,,,,,,False
YELP,77.95,83.03,57.14,50.0,62.82,77.95,83.03,60.71,50.0,64.09,True
YETI,59.94,74.11,54.96,31.58,50.12,59.94,76.81,57.95,31.58,51.69,False
YEXT,34.03,59.43,17.65,85.77,30.26,34.03,48.68,13.12,85.77,25.9,True
YMM,2.68,86.65,,82.48,61.47,2.68,86.44,,82.48,61.38,False
YNDX,9.07,21.18,,94.34,43.47,9.07,21.16,,94.34,43.46,False
YORW,,,,,,,,,,,False
YOU,91.31,68.12,93.21,76.46,80.17,91.31,67.95,93.21,76.46,80.13,True
YSG,0.0,12.5,,97.37,31.42,0.0,12.5,,97.37,31.42,False
YUM,28.62,95.61,38.88,54.05,51.2,28.62,94.74,36.71,54.05,50.27,False
YUMC,70.2,64.04,32.92,78.38,55.5,70.2,64.04,32.92,78.38,55.5,False
Z,,,,,,,,,,,True
ZBH,80.9,73.05,43.96,37.5,54.71,80.9,71.53,56.51,37.5,58.8,True
ZBRA,46.9,51.05,13.52,24.78,31.4,46.9,41.44,14.64,24.78,29.34,True
ZEN,3.78,55.05,,44.98,39.1,3.78,57.38,,44.98,40.01,False
ZETA,28.15,40.24,90.05,12.23,54.17,28.15,39.24,89.14,12.23,53.52,True
ZEUS,,,,,,,,,,,False
ZGN,56.45,72.07,,32.43,42.93,56.45,71.17,,32.43,42.65,False
ZGNX,0.0,36.82,,51.22,28.72,0.0,36.82,,51.22,28.72,False
ZI,50.31,96.84,24.43,39.05,38.06,50.31,96.67,23.53,39.05,37.57,False
ZIP,,,,,,,,,,,True
ZIXI,46.08,28.18,,44.98,38.68,46.08,30.32,,44.98,39.52,False
ZLAB,20.19,23.97,,68.16,38.4,20.19,23.97,,68.16,38.4,False
ZM,80.82,82.11,19.0,53.83,43.6,80.82,81.94,23.08,53.83,45.61,True
ZNTE,,,,,,,,,,,False
ZS,6.44,77.72,97.74,88.69,80.37,6.44,76.83,97.29,88.69,79.97,True
ZTO,61.63,74.04,,40.38,55.54,61.63,75.32,,40.38,56.0,False
ZTS,41.67,81.2,56.33,39.02,51.58,41.67,81.2,53.39,39.02,50.56,True
ZUO,20.87,29.04,45.7,61.86,36.81,20.87,29.2,45.7,61.86,36.84,False
ZYME,16.46,39.29,,60.72,36.53,16.46,39.09,,60.72,36.47,False
