ticker,acceptedDate,bottomLineNetIncome,cik,costAndExpenses,costOfRevenue,date,depreciationAndAmortization,ebit,ebitda,eps,epsDiluted,filingDate,fiscalYear,generalAndAdministrativeExpenses,grossProfit,incomeBeforeTax,incomeTaxExpense,interestExpense,interestIncome,netIncome,netIncomeDeductions,netIncomeFromContinuingOperations,netIncomeFromDiscontinuedOperations,netInterestIncome,nonOperatingIncomeExcludingInterest,operatingExpenses,operatingIncome,otherAdjustmentsToNetIncome,otherExpenses,period,reportedCurrency,researchAndDevelopmentExpenses,revenue,sellingAndMarketingExpenses,sellingGeneralAndAdministrativeExpenses,totalOtherIncomeExpensesNet,weightedAverageShsOut,weightedAverageShsOutDil
ANF,2022-03-28 17:26:28,263010000,0001018840,3369684000,1400773000,2022-01-31,144035000,346932000,490967000,4.41,4.2,2022-03-28,2021,536815000,2311995000,308974000,38908000,37958000,3848000,263010000,0,270066000,0,-34110000,-3848000,1968911000,343084000,0,-8327000,FY,USD,0,3712768000,1440423000,1977238000,-34110000,59597000,62636000
ANIP,2026-02-27 06:59:42,70569000,0001023024,802136000,432727000,2025-12-31,91417000,115851000,207268000,3.5,3.32,2026-02-27,2025,0,450639000,95791000,17454000,20060000,0,78337000,6611000,78337000,0,-20060000,-34621000,369409000,81230000,0,0,FY,USD,51664000,883366000,0,317745000,14561000,20053000,21228000
ANIP,2025-02-28 07:05:36,-20147000,0001023024,613792000,250210000,2024-12-31,67731000,-4610000,63121000,-1.04,-1.04,2025-02-28,2024,0,364166000,-22212000,-3690000,17602000,0,-18522000,0,-18522000,0,-17602000,5194000,363582000,584000,0,69365000,FY,USD,44581000,614376000,0,249636000,-22796000,19318000,19318000
ANIP,2024-02-29 07:22:42,17154000,0001023024,439845000,181513000,2023-12-31,59791000,46812000,106603000,0.95,0.94,2024-02-29,2023,0,305303000,19872000,1093000,26940000,0,18779000,0,18779000,0,-26940000,159000,258332000,46971000,0,62349000,FY,USD,34286000,486816000,0,161697000,-27099000,18001000,18194000
ANIP,2023-03-09 16:09:01,-49521000,0001023024,351668000,138785000,2022-12-31,59653000,-34613000,25040000,-3.05,-3.05,2023-03-09,2022,0,177600000,-62665000,-14769000,28052000,0,-47896000,0,-47896000,0,-28052000,-670000,212883000,-35283000,0,66521000,FY,USD,22318000,316385000,0,124044000,-27382000,16260000,16260000
ANIP,2022-03-15 08:30:48,-42793000,0001023024,255929000,100610000,2021-12-31,47252000,-44136000,3116000,-3.4,-3.4,2022-03-15,2021,0,115526000,-56058000,-13455000,11922000,0,-42603000,0,-42603000,0,-11922000,4343000,155319000,-39793000,0,59656000,FY,USD,11369000,216136000,0,84294000,-16265000,12596000,12596000
APH,2026-02-11 17:28:12,4270300000,0000820313,17122700000,14577000000,2025-12-31,922400000,5968500000,6890900000,3.51,3.34,2026-02-11,2025,0,8517700000,5600700000,1295400000,367800000,0,4270300000,0,4305300000,0,-367800000,3500000,2545700000,5972000000,0,0,FY,USD,0,23094700000,0,2545700000,-371300000,1218200000,1277500000
APH,2025-02-07 16:43:42,2424000000,0000820313,11938400000,10083000000,2024-12-31,572500000,3228900000,3801400000,2.01,1.92,2025-02-07,2024,0,5139700000,3011900000,570300000,217000000,0,2424000000,0,2441600000,0,-217000000,55400000,1855400000,3284300000,0,0,FY,USD,453000000,15222700000,0,1402400000,-272400000,1203800000,1263600000
APH,2024-02-07 16:41:10,1928000000,0000820313,9960500000,8470600000,2023-12-31,406400000,2594300000,3000700000,1.62,1.56,2024-02-07,2023,0,4084100000,2454800000,509300000,139500000,0,1928000000,0,1945500000,0,-139500000,-100000,1489900000,2594200000,0,0,FY,USD,342200000,12554700000,0,1147700000,-139400000,1193000000,1241200000
APH,2023-02-08 16:37:48,1902300000,0000820313,10015700000,8594800000,2022-12-31,392900000,2595800000,2988700000,1.6,1.53,2023-02-08,2022,0,4028200000,2467400000,550600000,128400000,0,1902300000,0,1916800000,0,-128400000,11500000,1420900000,2607300000,0,0,FY,USD,323600000,12623000000,0,1097300000,-139900000,1192400000,1242000000
APH,2022-02-09 16:39:10,1590800000,0000820313,8700800000,7474500000,2021-12-31,395600000,2104700000,2500300000,1.33,1.27,2022-02-09,2021,0,3401800000,1989200000,409100000,115500000,0,1590800000,0,1580100000,21400000,-115500000,70800000,1226300000,2175500000,0,0,FY,USD,317700000,10876300000,0,908600000,-186300000,1195800000,1251000000
APLD,2025-07-30 16:10:43,-233680000,0001144879,287758000,192809000,2025-05-31,83598000,-175422000,-91824000,-1.16,-1.16,2025-07-30,2025,0,22697000,-203606000,102000,17856000,3117000,-231065000,0,-203708000,-27357000,-14739000,103170000,94949000,-72252000,0,0,FY,USD,0,215506000,0,94949000,-131354000,201194451,201194451
APLD,2024-08-30 07:03:36,-149274000,0001144879,151673000,106653000,2024-05-31,21477000,-55641000,-34164000,-1.31,-1.31,2024-08-30,2024,0,29965000,-74280000,96000,18639000,931000,-149274000,0,-74376000,-75295000,-17708000,40586000,45020000,-15055000,0,0,FY,USD,0,136618000,0,45020000,-59225000,114061414,114061414
APLD,2023-08-02 16:03:20,-44646000,0001144879,99447000,44388000,2023-05-31,7267000,-44149000,-36882000,-0.48,-0.48,2023-08-02,2023,0,11004000,-46129000,-523000,1980000,0,-44646000,0,-45606000,0,-1980000,93999,55059000,-44055000,0,0,FY,USD,0,55392000,0,55059000,-2074000,93976233,93976233
APLD,2022-08-29 14:29:30,-23520000,0001144879,29447000,21892000,2022-05-31,1120000,-21834000,-20714000,-0.41,-0.41,2022-08-29,2022,0,-13343000,-21946000,540000,112000,0,-23520000,0,-22486000,-1044000,-112000,936000,7555000,-20898000,0,0,FY,USD,0,8549000,0,7555000,-1048000,57121096,57121096
APLD,2021-05-31 00:00:00,-568000,0001144879,332000,1000,2021-05-31,1000,-332000,-331000,-0.06,-0.06,2021-05-31,2021,0,-1000,-568000,0,236000,0,-568000,0,-568000,0,-236000,0,331000,-332000,0,0,FY,USD,0,0,0,331000,-236000,8899504,8899504
APLE,2026-02-23 16:16:18,175364000,0001418121,1161974000,1322308000,2025-12-31,192627000,265822000,458449000,0.74,0.74,2026-02-23,2025,0,90078000,176323000,959000,89499000,0,175364000,0,175364000,0,-89499000,-15410000,-160334000,250412000,0,-160334000,FY,USD,0,1412386000,0,0,-74089000,237789000,237789000
APLE,2025-02-24 16:16:25,214064000,0001418121,1138709000,922253000,2024-12-31,190603000,292759000,483362000,0.89,0.89,2025-02-24,2024,42542000,509215000,215011000,947000,77748000,0,214064000,0,214064000,0,-77748000,0,216456000,292759000,0,173914000,FY,USD,0,1431468000,0,42542000,-77748000,241258000,241258000
APLE,2024-02-22 16:16:23,177489000,0001418121,1096319000,860032000,2023-12-31,183242000,247481000,430723000,0.77,0.77,2024-02-22,2023,47401000,483768000,178624000,1135000,68857000,0,177489000,0,177489000,0,-68857000,0,236287000,247481000,0,188886000,FY,USD,0,1343800000,0,47401000,-68857000,229329000,229329000
APLE,2023-02-21 16:19:10,144805000,0001418121,1031939000,783388000,2022-12-31,181697000,206478000,388175000,0.63,0.63,2023-02-21,2022,42464000,455029000,146745000,1940000,59733000,0,144805000,0,144805000,0,-59733000,0,248551000,206478000,0,206087000,FY,USD,0,1238417000,0,42464000,-59733000,228946000,228946000
APLE,2022-02-22 16:29:37,18828000,0001418121,846825000,614158000,2021-12-31,184471000,87044000,271515000,0.0832,0.0832,2022-02-22,2021,41038000,319711000,19296000,468000,67748000,0,18828000,0,18828000,0,-67748000,0,232667000,87044000,0,191629000,FY,USD,0,933869000,0,41038000,-67748000,226361000,226361000
APP,2026-02-19 16:02:51,3333290000,0001751008,1328803000,665140000,2025-12-31,194778000,4159926000,4354704000,9.84,9.75,2026-02-19,2025,233502000,4815577000,3952910000,519715000,207016000,0,3333764000,-4000,3433195000,-99431000,-207016000,-8012000,663663000,4151914000,0,0,FY,USD,226510000,5480717000,203651000,437153000,-199004000,338781000,341970000
APP,2025-02-27 16:12:50,1577144000,0001751008,1313102000,520613000,2024-12-31,448680000,1929152000,2377832000,4.68,4.53,2025-02-27,2024,164916000,2703445000,1611943000,22419000,317209000,0,1579790000,-85000,1589524000,-9734000,-317209000,-18196000,792489000,1910956000,0,0,FY,USD,374710000,3224058000,252863000,417779000,-299013000,336921483,347807555
APP,2024-02-26 17:16:34,354993000,0001751008,1069351000,356613000,2023-12-31,489008000,775110000,1264118000,1.01,0.98,2024-02-26,2023,150932000,1485149000,501602000,43776000,273508000,0,357211000,-52000,457826000,-100615000,-273508000,-2699000,712738000,772411000,0,0,FY,USD,333781000,1841762000,228025000,378957000,-270809000,351952187,362589246
APP,2023-02-28 16:12:04,-192746000,0001751008,2864849000,1256065000,2022-12-31,547084000,-33314000,513770000,-0.52,-0.52,2023-02-28,2022,181627000,1560993000,-205177000,-12230000,171863000,0,-192746000,0,-192947000,0,-171863000,-14477000,1608784000,-47791000,0,0,FY,USD,507607000,2817058000,919550000,1101177000,-157386000,371568011,371568011
APP,2022-03-11 16:55:10,31879000,0001751008,2643088000,988095000,2021-12-31,431063000,149481000,580544000,0.0976,0.093,2022-03-11,2021,158699000,1805009000,46311000,10973000,103170000,0,35446000,-176000,35338000,0,-103170000,535000,1654993000,150016000,0,0,FY,USD,366402000,2793104000,1129892000,1288591000,-103705000,324836076,342763632
APY,2020-03-02 16:31:37,52164000,0001723089,1043061000,750555000,2019-12-31,119938000,0,178328000,0.67,0.67,2020-03-02,2019,274429000,380696000,58390000,6226000,0,0,52164000,0,52164000,0,0,0,279606000,101090000,0,5177000,FY,USD,0,1131251000,0,274429000,-42700000,77624000,77624000
APY,2019-02-27 09:29:40,92737000,0001723089,1078972000,796459000,2018-12-31,124461000,0,245994000,1.19,1.19,2019-02-27,2018,264008000,421697000,121353000,28796000,0,0,92737000,0,92737000,0,0,0,269640000,152057000,0,5632000,FY,USD,0,1218156000,0,264008000,-30704000,77692000,77692000
ARIS,2026-03-11 17:16:19,78345000,0001964504,570371000,467437000,2025-12-31,54084000,245708000,299792000,0.42,0.42,2026-03-11,2025,63381000,460227000,207091000,127725000,38617000,12600000,78345000,0,79366000,0,-26017000,111585000,102934000,357293000,0,39553000,FY,USD,0,927664000,0,63381000,-150202000,188584731,191287058
ARIS,2025-03-12 19:02:40,22489000,0001964504,393166000,314759000,2024-12-31,34076000,118151000,152227000,0.14,0.14,2025-03-13,2024,23571000,195845000,79330000,56039000,27323000,6894000,24582000,2093000,23291000,0,-20429000,-713000,78407000,117438000,0,54836000,FY,USD,0,510604000,0,23571000,-38108000,157727000,158691000
ARIS,2024-02-29 16:15:59,11419000,0001964504,338847000,261766000,2023-12-31,37997000,87223000,125220000,0.08,0.0833,2024-02-29,2023,22953000,185908000,58826000,47407000,27378039,11058141,11419000,0,11419000,0,-16319897,21604000,77081000,108827000,0,54128000,FY,USD,0,447674000,0,22953000,-50001000,142739000,137063000
ARIS,2023-03-09 12:50:22,-4858000,0001964504,338472000,195823000,2022-12-31,33482000,93746000,127228000,-0.04,-0.0432,2023-03-09,2022,23439000,204140000,57728000,62586000,28288000,6759000,-4858000,0,-4858000,0,-21529000,-32255000,142649000,61491000,0,119210000,FY,USD,0,399963000,0,23439000,-3763000,121450000,108162000
ARIS,2022-03-01 16:40:56,186226000,0001964504,186040000,215313000,2021-12-31,31549000,244425000,275974000,2.25,1.59,2022-03-01,2021,14857000,167298000,231705000,51737000,18432374,1414443,186226000,0,179968000,0,-17017930,-47854000,-29273000,196571000,0,-44130000,FY,USD,0,382611000,0,14857000,35134000,94885000,94885000
ATO,2025-11-14 17:06:37,1198754000,0000731802,3142784000,2239842000,2025-09-30,734745000,1649712000,2384457000,7.54,7.46,2025-11-14,2025,0,2462913000,1478034000,279280000,171678000,29944000,1198754000,0,1198754000,0,-141734000,-89741000,902942000,1559971000,0,902942000,FY,USD,0,4702755000,0,0,-81937000,158943000,160573000
ATO,2024-11-18 16:20:38,1042342000,0000731802,2809825000,1752830000,2024-09-30,669972000,1426408000,2096380000,6.83,6.83,2024-11-18,2024,0,2412357000,1235776000,192881000,190632000,22887000,1042895000,0,1042895000,0,-167745000,-71046000,1056995000,1355362000,0,1056995000,FY,USD,0,4165187000,0,0,-119586000,152508000,152666000
ATO,2023-11-14 15:29:24,885320000,0000731802,3208210000,2217079000,2023-09-30,604327000,1136922000,1741249000,6.1,6.1,2023-11-14,2023,0,2058278000,999641000,113779000,137281000,7207000,885320000,0,885862000,0,-130074000,-69775000,991131000,1067147000,0,991131000,FY,USD,0,4275357000,0,0,-67506000,145121000,145166000
ATO,2022-11-14 16:37:34,773890000,0000731802,3280680000,2392817000,2022-09-30,535655000,954719000,1490374000,5.62,5.61,2022-11-14,2022,0,1808845000,851908000,77510000,102811000,2781000,774398000,0,774398000,0,-100030000,-33737000,887863000,920982000,0,887863000,FY,USD,0,4201662000,0,0,-69074000,137830000,138096000
ATO,2021-11-12 15:01:25,665098000,0000731802,2502492000,1711736000,2021-09-30,477977000,902853000,1380830000,5.12,5.12,2021-11-12,2021,0,1695754000,819299000,153736000,83554000,2144000,665563000,0,665563000,0,-81410000,2145000,790756000,904998000,0,790756000,FY,USD,0,3407490000,0,0,-85699000,129779000,129834000
AYI,2025-10-27 16:15:32,396600000,0001144215,3752000000,2267100000,2025-08-31,133100000,522200000,655300000,12.85,12.53,2025-10-27,2025,0,2078500000,500200000,103600000,42500000,20500000,396600000,0,396600000,0,-22000000,71400000,1484900000,593600000,0,0,FY,USD,0,4345600000,1484900000,1484900000,-93400000,30859000,31641000
AYI,2024-10-28 16:06:01,422600000,0001144215,3287700000,2059300000,2024-08-31,91100000,573900000,665000000,13.68,13.44,2024-10-28,2024,1106000000,1781700000,548600000,126000000,25300000,29800000,422600000,0,422600000,0,4500000,-20600000,1228400000,553300000,0,0,FY,USD,102300000,3841000000,20100000,1126100000,-4700000,30885000,31445000
AYI,2023-10-26 08:09:01,346000000,0001144215,3478800000,2239000000,2023-08-31,93200000,495300000,588500000,10.88,10.76,2023-10-26,2023,1093900000,1713200000,446700000,100700000,27900000,9000000,346000000,0,346000000,0,-18900000,-21900000,1239800000,473400000,0,26900000,FY,USD,97100000,3952200000,21900000,1115800000,-26700000,31806000,32164000
AYI,2022-10-26 08:29:44,384000000,0001144215,3496400000,2333400000,2022-08-31,94800000,508400000,603200000,11.23,11.08,2022-10-26,2022,1048600000,1672700000,493900000,109900000,27000000,2100000,384000000,0,384000000,0,-24900000,1300000,1163000000,509700000,0,0,FY,USD,95100000,4006100000,19300000,1067900000,-15800000,34182000,34645000
AYI,2021-10-27 09:11:14,306300000,0001144215,3033400000,1986000000,2021-08-31,100100000,420400000,520500000,8.44,8.37,2021-10-27,2021,0,1475000000,396200000,89900000,24200000,1000000,306300000,0,306300000,0,-23200000,7200000,1047400000,427600000,0,-85000000,FY,USD,88300000,3461000000,1044099999,1044100000,-31400000,36300000,36600000
BAH,2026-05-22 06:52:33,851000000,0001443646,10123000000,8872000000,2026-03-31,163000000,1075000000,1238000000,6.91,6.91,2026-05-22,2026,0,2345000000,862000000,11000000,213000000,28000000,851000000,0,851000000,0,-185000000,19000000,1251000000,1094000000,0,0,FY,USD,0,11217000000,0,1251000000,-232000000,123239436,123239436
BAH,2025-05-23 06:49:34,930000000,0001443646,10610000000,5419000000,2025-03-31,165000000,1409000000,1574000000,7.28,7.25,2025-05-23,2025,1246000000,6561000000,1219000000,284000000,196000000,18000000,935000000,0,935000000,0,-178000000,-39000000,5191000000,1370000000,0,3945000000,FY,USD,0,11980000000,0,1246000000,-151000000,127763000,128290000
BAH,2024-05-24 06:51:14,600750000,0001443646,9648493000,4921071000,2024-03-31,164203000,1036233000,1200436000,4.61,4.59,2024-05-24,2024,1281443000,5740825000,853320000,247614000,188000000,26000000,605706000,4956000,605706000,0,-162000000,-22830000,4727422000,1013403000,0,3445979000,FY,USD,0,10661896000,0,1281443000,-160083000,130366501,130815903
BAH,2023-05-26 06:50:12,269657000,0001443646,8812063000,4304810000,2023-03-31,165484000,484686000,650170000,2.04,2.03,2023-05-26,2023,1532912000,4954101000,367949000,96734000,121087000,0,271791000,2134000,271215000,0,-121087000,-37838000,4507253000,446848000,0,2974341000,FY,USD,0,9258911000,0,1532912000,-78899000,132161646,132716436
BAH,2022-05-20 06:50:34,463635000,0001443646,7678519000,3899622000,2022-03-31,145747000,674241000,819988000,3.46,3.44,2022-05-20,2022,1158987000,4464078000,604043000,137466000,95169000,0,466740000,3105000,466577000,0,-95169000,10940000,3778897000,685181000,0,2619910000,FY,USD,0,8363700000,0,1158987000,-81138000,134134034,134850808
BILL,2025-08-28 16:08:40,23799000,0001786352,1543172000,272103000,2025-06-30,89443000,48973000,138416000,0.23,0.23,2025-08-28,2025,281913000,1190467000,30410000,6611000,18563000,90903000,23799000,0,23799000,0,72340000,-129575000,1271069000,-80602000,0,105386000,FY,USD,340059000,1462570000,543711000,825624000,111012000,103568000,103912000
BILL,2024-08-23 16:06:07,-28878000,0001786352,1464336000,234616000,2024-06-30,103163000,-7137000,96026000,-0.27,-0.27,2024-08-23,2024,277662000,1055556000,-26319000,2559000,19182000,122298000,-28878000,0,-28878000,0,103116000,-167027000,1229720000,-174164000,0,136764000,FY,USD,336754000,1290172000,478540000,756202000,147845000,106102000,106102000
BILL,2023-08-29 16:05:26,-223725000,0001786352,1354241000,193977000,2023-06-30,105171000,-207714000,-102543000,-2.11,-2.11,2023-08-29,2023,411699000,864491000,-222917000,808000,15203000,91279000,-223725000,0,-223725000,0,76076000,-88059000,1160264000,-295773000,0,48496000,FY,USD,314632000,1058468000,385437000,797136000,72856000,105976000,105976000
BILL,2022-08-22 16:10:04,-326361000,0001786352,958777000,145004000,2022-06-30,96105000,-321260000,-225155000,-3.21,-3.21,2022-08-22,2022,241174000,496955000,-330679000,-4318000,9419000,6691000,-326361000,0,-326361000,0,-2728000,4442000,813773000,-316818000,0,45630000,FY,USD,219818000,641959000,307151000,548325000,-13861000,101753000,101753000
BILL,2021-08-30 16:55:08,-98720000,0001786352,352232000,61806000,2021-06-30,11009000,-111179000,-100170000,-1.19,-1.19,2021-08-30,2021,128116000,176459000,-139337000,-40617000,28158000,2992000,-98720000,0,-98720000,0,-25166000,-2788000,290426000,-113967000,0,4872000,FY,USD,89503000,238265000,67935000,196051000,-25370000,82813000,82813000
BKNG,2026-02-18 17:13:01,5404000000,0001075531,17635000000,0,2025-12-31,768000000,8449000000,9217000000,6.66,6.62,2026-02-18,2025,4260000000,26917000000,6832000000,1428000000,1617000000,921000000,5404000000,0,5404000000,0,-696000000,833000000,17635000000,9282000000,0,1736000000,FY,USD,0,26917000000,11639000000,15899000000,-2450000000,811300000,815975000
BKNG,2025-02-20 17:12:27,5882000000,0001075531,16184000000,0,2024-12-31,751000000,8587000000,9338000000,6.9984,6.9076,2025-02-20,2024,4390000000,23739000000,7292000000,1410000000,1295000000,1114000000,5882000000,0,5882000000,0,-181000000,-1032000000,16184000000,7555000000,0,1396000000,FY,USD,0,23739000000,10398000000,14788000000,-263000000,840550000,851600000
BKNG,2024-02-22 17:21:32,4289000000,0001075531,15530000000,0,2023-12-31,665000000,6378000000,7043000000,4.7468,4.696,2024-02-22,2023,4854000000,21365000000,5481000000,1192000000,897000000,1020000000,4289000000,0,4289000000,0,123000000,-543000000,15530000000,5835000000,0,1159000000,FY,USD,0,21365000000,9517000000,14371000000,-354000000,903500000,913250000
BKNG,2023-02-23 17:20:46,3058000000,0001075531,11988000000,0,2022-12-31,607000000,4314000000,4921000000,3.068,3.054,2023-02-23,2022,3231000000,17090000000,3923000000,865000000,391000000,219000000,3058000000,0,3058000000,0,-172000000,788000000,11988000000,5102000000,0,778000000,FY,USD,0,17090000000,7979000000,11210000000,-1179000000,996800000,1001300000
BKNG,2022-02-23 17:19:51,1165000000,0001075531,8462000000,0,2021-12-31,599000000,1799000000,2398000000,1.1356,1.1268,2022-02-23,2021,2836000000,10958000000,1465000000,300000000,334000000,16000000,1165000000,0,1165000000,0,-318000000,697000000,8462000000,2496000000,0,846000000,FY,USD,0,10958000000,4780000000,7616000000,-1031000000,1026050000,1034050000
